100;800
100;706
100;621
100;542
100;479
100;872
100;800
100;728
196;650
193;529
192;875
191;735
191;607
189;493
189;390
174;625
342;529
337;371
330;236
323;138
313;141
300;80
295;47
220;26
350;14
308;13
275;8
249;5
221;3
204;2
190;1
16;1
18;1
15;1
13;1
11;0
11;0
10;0
10;0
1;0
2;0
2;0
1;0
1;0
1;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
